15 second failsafe.
5 second countdown timer.
Press any key to begin test...

Input received. Flip switch now! Test beginning in 5 seconds...

Battery hot!

2598,865,15
2612,865,15
2624,865,16
2636,866,15
2648,866,15
2661,866,16
2674,866,15
2686,865,15
2699,865,15
2711,865,16
2723,865,15
2737,866,15
2749,866,15
2761,866,16
2773,866,15
2786,865,15
2798,865,15
2811,865,15
2824,865,15
2836,865,15
2848,865,16
2860,866,15
2874,866,15
2886,866,15
2898,866,15
2911,865,15
2923,865,15
2936,865,15
2948,865,15
2961,865,15
2973,866,15
2985,867,15
2998,866,15
3011,866,16
3023,867,15
3036,867,15
3048,865,16
3060,865,15
3073,865,16
3086,865,15
3098,866,15
3110,866,15
3123,867,16
3136,866,16
3148,865,15
3160,865,15
3173,865,15
3185,865,16
3197,867,15
3211,866,15
3223,866,16
3235,867,15
3247,865,15
3260,865,16
3273,865,15
3285,865,15
3298,865,15
3310,867,15
3322,867,15
3336,867,15
3348,866,15
3360,867,15
3372,867,15
3385,865,16
3397,865,16
3410,866,15
3423,865,15
3435,867,15
3447,866,15
3459,867,15
3473,867,16
3485,866,16
3497,865,15
3510,865,16
3522,865,16
3535,866,15
3548,866,15
3560,867,15
3572,867,15
3584,865,16
3597,865,15
3610,865,15
3622,865,15
3635,865,15
3647,867,14
3659,866,16
3672,866,15
3685,867,16
3697,867,15
3709,867,15
3722,866,16
3735,866,15
3747,865,15
3759,865,15
3772,867,15
3784,866,15
3796,867,15
3810,867,16
3822,865,16
3834,866,16
3847,865,15
3859,865,15
3872,867,15
3884,867,16
3897,867,15
3909,867,16
3921,866,16
3935,866,15
3947,865,16
3959,865,15
3971,866,15
3984,867,15
3996,867,15
4009,867,15
4022,867,15
4034,867,16
4046,867,15
4058,866,15
4072,865,15
4084,866,15
4096,865,15
4109,867,16
4121,867,15
4134,867,15
4147,867,15
4159,866,15
4171,866,15
4183,866,15
4196,865,16
4209,867,15
4221,867,16
4234,867,15
4246,866,16
4258,866,15
4271,866,15
4284,866,15
4296,866,15
4308,866,16
4321,866,15
4334,867,15
4346,866,15
4359,867,16
4371,867,16
4383,867,16
4395,865,16
4409,866,15
4421,865,15
4433,866,15
4446,867,15
4458,867,15
4471,867,16
4483,867,16
4496,866,15
4508,866,15
4520,866,15
4534,866,15
4546,867,15
4558,867,16
4570,867,15
4583,867,15
4595,867,15
4608,867,16
4621,866,15
4633,866,16
4645,866,15
4658,866,15
4671,865,15
4683,867,15
4695,866,15
4708,867,16
4720,867,16
4733,866,15
4746,866,15
4758,866,15
4770,866,15
4782,866,16
4795,866,15
4808,867,15
4820,867,15
4833,866,15
4845,866,16
4857,865,15
4871,866,15
4883,867,16
4895,867,15
4907,867,15
4920,867,16
4933,866,15
4945,866,15
4958,866,16
4970,866,15
4982,866,16
4994,865,15

Failsafe!

Battery cold! Flip switch.
